System,River,ReturnYear,Total_Returns,Label,ReturnsByAgeClass,Age,FW_Winters,Mar_Winters,Euro,GR,GRShort,BroodYear,RecruitsByAgeClass,MarineEntryYear,Total_Recruits,PercOfBrdYr,Total_Spawners_BroodYear,TotRecPerTotSpn
Columbia River,Okanagan,2015,361336,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2008,0,2011,467450,0,186655,2.504
Columbia River,Okanagan,2015,361336,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2008,0,2012,467450,0,186655,2.504
Columbia River,Okanagan,2015,361336,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2009,0,2010,93251,0,146926,0.635
Columbia River,Okanagan,2015,361336,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2009,0,2011,93251,0,146926,0.635
Columbia River,Okanagan,2015,361336,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2009,0,2012,93251,0,146926,0.635
Columbia River,Okanagan,2015,361336,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2009,0,2013,93251,0,146926,0.635
Columbia River,Okanagan,2015,361336,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2010,0,2011,444759,0,317532,1.401
Columbia River,Okanagan,2015,361336,AgeClass_1.3,509,5,1,3,1.3,5_2,52,2010,509,2012,444759,0.11,317532,1.401
Columbia River,Okanagan,2015,361336,AgeClass_2.2,7919,5,2,2,2.2,5_3,53,2010,7919,2013,444759,1.78,317532,1.401
Columbia River,Okanagan,2015,361336,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2010,0,2014,444759,0,317532,1.401
Columbia River,Okanagan,2015,361336,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2011,0,2012,446090,0,143472,3.109
Columbia River,Okanagan,2015,361336,AgeClass_1.2,352399,4,1,2,1.2,4_2,42,2011,352399,2013,446090,79,143472,3.109
Columbia River,Okanagan,2015,361336,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2011,0,2014,446090,0,143472,3.109
Columbia River,Okanagan,2015,361336,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2012,0,2013,241309,0,429467,0.562
Columbia River,Okanagan,2015,361336,AgeClass_1.1,509,3,1,1,1.1,3_2,32,2012,509,2014,241309,0.21,429467,0.562
Columbia River,Okanagan,2015,361336,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2013,0,2014,34537,0,131906,0.262
Columbia River,Okanagan,2016,237735,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2008,0,2012,467450,0,186655,2.504
Columbia River,Okanagan,2016,237735,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2009,0,2011,93251,0,146926,0.635
Columbia River,Okanagan,2016,237735,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2009,0,2012,93251,0,146926,0.635
Columbia River,Okanagan,2016,237735,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2009,0,2013,93251,0,146926,0.635
Columbia River,Okanagan,2016,237735,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2010,0,2011,444759,0,317532,1.401
Columbia River,Okanagan,2016,237735,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2010,0,2012,444759,0,317532,1.401
Columbia River,Okanagan,2016,237735,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2010,0,2013,444759,0,317532,1.401
Columbia River,Okanagan,2016,237735,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2010,0,2014,444759,0,317532,1.401
Columbia River,Okanagan,2016,237735,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2011,0,2012,446090,0,143472,3.109
Columbia River,Okanagan,2016,237735,AgeClass_1.3,1700,5,1,3,1.3,5_2,52,2011,1700,2013,446090,0.38,143472,3.109
Columbia River,Okanagan,2016,237735,AgeClass_2.2,5596,5,2,2,2.2,5_3,53,2011,5596,2014,446090,1.25,143472,3.109
Columbia River,Okanagan,2016,237735,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2011,0,2015,446090,0,143472,3.109
Columbia River,Okanagan,2016,237735,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2012,0,2013,241309,0,429467,0.562
Columbia River,Okanagan,2016,237735,AgeClass_1.2,228182,4,1,2,1.2,4_2,42,2012,228182,2014,241309,94.56,429467,0.562
Columbia River,Okanagan,2016,237735,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2012,0,2015,241309,0,429467,0.562
Columbia River,Okanagan,2016,237735,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2013,0,2014,34537,0,131906,0.262
Columbia River,Okanagan,2016,237735,AgeClass_1.1,2257,3,1,1,1.1,3_2,32,2013,2257,2015,34537,6.54,131906,0.262
Columbia River,Okanagan,2016,237735,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2014,0,2015,195737,0,494172,0.396
Columbia River,Okanagan,2017,51733,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2009,0,2013,93251,0,146926,0.635
Columbia River,Okanagan,2017,51733,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2010,0,2012,444759,0,317532,1.401
Columbia River,Okanagan,2017,51733,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2010,0,2013,444759,0,317532,1.401
Columbia River,Okanagan,2017,51733,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2010,0,2014,444759,0,317532,1.401
Columbia River,Okanagan,2017,51733,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2011,0,2012,446090,0,143472,3.109
Columbia River,Okanagan,2017,51733,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2011,0,2013,446090,0,143472,3.109
Columbia River,Okanagan,2017,51733,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2011,0,2014,446090,0,143472,3.109
Columbia River,Okanagan,2017,51733,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2011,0,2015,446090,0,143472,3.109
Columbia River,Okanagan,2017,51733,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2012,0,2013,241309,0,429467,0.562
Columbia River,Okanagan,2017,51733,AgeClass_1.3,11476,5,1,3,1.3,5_2,52,2012,11476,2014,241309,4.76,429467,0.562
Columbia River,Okanagan,2017,51733,AgeClass_2.2,1142,5,2,2,2.2,5_3,53,2012,1142,2015,241309,0.47,429467,0.562
Columbia River,Okanagan,2017,51733,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2012,0,2016,241309,0,429467,0.562
Columbia River,Okanagan,2017,51733,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2013,0,2014,34537,0,131906,0.262
Columbia River,Okanagan,2017,51733,AgeClass_1.2,27366,4,1,2,1.2,4_2,42,2013,27366,2015,34537,79.24,131906,0.262
Columbia River,Okanagan,2017,51733,AgeClass_2.1,1869,4,2,1,2.1,4_3,43,2013,1869,2016,34537,5.41,131906,0.262
Columbia River,Okanagan,2017,51733,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2014,0,2015,195737,0,494172,0.396
Columbia River,Okanagan,2017,51733,AgeClass_1.1,9880,3,1,1,1.1,3_2,32,2014,9880,2016,195737,5.05,494172,0.396
Columbia River,Okanagan,2017,51733,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2015,0,2016,11488,0,361336,0.032
Columbia River,Okanagan,2018,174827,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2010,0,2014,444759,0,317532,1.401
Columbia River,Okanagan,2018,174827,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2011,0,2013,446090,0,143472,3.109
Columbia River,Okanagan,2018,174827,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2011,0,2014,446090,0,143472,3.109
Columbia River,Okanagan,2018,174827,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2011,0,2015,446090,0,143472,3.109
Columbia River,Okanagan,2018,174827,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2012,0,2013,241309,0,429467,0.562
Columbia River,Okanagan,2018,174827,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2012,0,2014,241309,0,429467,0.562
Columbia River,Okanagan,2018,174827,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2012,0,2015,241309,0,429467,0.562
Columbia River,Okanagan,2018,174827,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2012,0,2016,241309,0,429467,0.562
Columbia River,Okanagan,2018,174827,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2013,0,2014,34537,0,131906,0.262
Columbia River,Okanagan,2018,174827,AgeClass_1.3,1949,5,1,3,1.3,5_2,52,2013,1949,2015,34537,5.64,131906,0.262
Columbia River,Okanagan,2018,174827,AgeClass_2.2,1096,5,2,2,2.2,5_3,53,2013,1096,2016,34537,3.17,131906,0.262
Columbia River,Okanagan,2018,174827,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2013,0,2017,34537,0,131906,0.262
Columbia River,Okanagan,2018,174827,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2014,0,2015,195737,0,494172,0.396
Columbia River,Okanagan,2018,174827,AgeClass_1.2,167171,4,1,2,1.2,4_2,42,2014,167171,2016,195737,85.41,494172,0.396
Columbia River,Okanagan,2018,174827,AgeClass_2.1,3915,4,2,1,2.1,4_3,43,2014,3915,2017,195737,2,494172,0.396
Columbia River,Okanagan,2018,174827,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2015,0,2016,11488,0,361336,0.032
Columbia River,Okanagan,2018,174827,AgeClass_1.1,696,3,1,1,1.1,3_2,32,2015,696,2017,11488,6.06,361336,0.032
Columbia River,Okanagan,2018,174827,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2016,0,2017,311816,0,237735,1.312
Columbia River,Okanagan,2019,54196,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2011,0,2015,446090,0,143472,3.109
Columbia River,Okanagan,2019,54196,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2012,0,2014,241309,0,429467,0.562
Columbia River,Okanagan,2019,54196,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2012,0,2015,241309,0,429467,0.562
Columbia River,Okanagan,2019,54196,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2012,0,2016,241309,0,429467,0.562
Columbia River,Okanagan,2019,54196,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2013,0,2014,34537,0,131906,0.262
Columbia River,Okanagan,2019,54196,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2013,0,2015,34537,0,131906,0.262
Columbia River,Okanagan,2019,54196,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2013,0,2016,34537,0,131906,0.262
Columbia River,Okanagan,2019,54196,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2013,0,2017,34537,0,131906,0.262
Columbia River,Okanagan,2019,54196,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2014,0,2015,195737,0,494172,0.396
Columbia River,Okanagan,2019,54196,AgeClass_1.3,12177,5,1,3,1.3,5_2,52,2014,12177,2016,195737,6.22,494172,0.396
Columbia River,Okanagan,2019,54196,AgeClass_2.2,2594,5,2,2,2.2,5_3,53,2014,2594,2017,195737,1.33,494172,0.396
Columbia River,Okanagan,2019,54196,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2014,0,2018,195737,0,494172,0.396
Columbia River,Okanagan,2019,54196,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2015,0,2016,11488,0,361336,0.032
Columbia River,Okanagan,2019,54196,AgeClass_1.2,9309,4,1,2,1.2,4_2,42,2015,9309,2017,11488,81.03,361336,0.032
Columbia River,Okanagan,2019,54196,AgeClass_2.1,662,4,2,1,2.1,4_3,43,2015,662,2018,11488,5.76,361336,0.032
Columbia River,Okanagan,2019,54196,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2016,0,2017,311816,0,237735,1.312
Columbia River,Okanagan,2019,54196,AgeClass_1.1,29454,3,1,1,1.1,3_2,32,2016,29454,2018,311816,9.45,237735,1.312
Columbia River,Okanagan,2019,54196,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2017,0,2018,78155,0,51733,1.511
Columbia River,Okanagan,2020,273667,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2012,0,2016,241309,0,429467,0.562
Columbia River,Okanagan,2020,273667,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2013,0,2015,34537,0,131906,0.262
Columbia River,Okanagan,2020,273667,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2013,0,2016,34537,0,131906,0.262
Columbia River,Okanagan,2020,273667,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2013,0,2017,34537,0,131906,0.262
Columbia River,Okanagan,2020,273667,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2014,0,2015,195737,0,494172,0.396
Columbia River,Okanagan,2020,273667,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2014,0,2016,195737,0,494172,0.396
Columbia River,Okanagan,2020,273667,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2014,0,2017,195737,0,494172,0.396
Columbia River,Okanagan,2020,273667,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2014,0,2018,195737,0,494172,0.396
Columbia River,Okanagan,2020,273667,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2015,0,2016,11488,0,361336,0.032
Columbia River,Okanagan,2020,273667,AgeClass_1.3,274,5,1,3,1.3,5_2,52,2015,274,2017,11488,2.39,361336,0.032
Columbia River,Okanagan,2020,273667,AgeClass_2.2,547,5,2,2,2.2,5_3,53,2015,547,2018,11488,4.76,361336,0.032
Columbia River,Okanagan,2020,273667,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2015,0,2019,11488,0,361336,0.032
Columbia River,Okanagan,2020,273667,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2016,0,2017,311816,0,237735,1.312
Columbia River,Okanagan,2020,273667,AgeClass_1.2,269562,4,1,2,1.2,4_2,42,2016,269562,2018,311816,86.45,237735,1.312
Columbia River,Okanagan,2020,273667,AgeClass_2.1,274,4,2,1,2.1,4_3,43,2016,274,2019,311816,0.09,237735,1.312
Columbia River,Okanagan,2020,273667,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2017,0,2018,78155,0,51733,1.511
Columbia River,Okanagan,2020,273667,AgeClass_1.1,3010,3,1,1,1.1,3_2,32,2017,3010,2019,78155,3.85,51733,1.511
Columbia River,Okanagan,2020,273667,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2018,0,2019,537160,0,174827,3.073
Columbia River,Okanagan,2021,105405,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2013,0,2017,34537,0,131906,0.262
Columbia River,Okanagan,2021,105405,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2014,0,2016,195737,0,494172,0.396
Columbia River,Okanagan,2021,105405,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2014,0,2017,195737,0,494172,0.396
Columbia River,Okanagan,2021,105405,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2014,0,2018,195737,0,494172,0.396
Columbia River,Okanagan,2021,105405,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2015,0,2016,11488,0,361336,0.032
Columbia River,Okanagan,2021,105405,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2015,0,2017,11488,0,361336,0.032
Columbia River,Okanagan,2021,105405,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2015,0,2018,11488,0,361336,0.032
Columbia River,Okanagan,2021,105405,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2015,0,2019,11488,0,361336,0.032
Columbia River,Okanagan,2021,105405,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2016,0,2017,311816,0,237735,1.312
Columbia River,Okanagan,2021,105405,AgeClass_1.3,12036,5,1,3,1.3,5_2,52,2016,12036,2018,311816,3.86,237735,1.312
Columbia River,Okanagan,2021,105405,AgeClass_2.2,490,5,2,2,2.2,5_3,53,2016,490,2019,311816,0.16,237735,1.312
Columbia River,Okanagan,2021,105405,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2016,0,2020,311816,0,237735,1.312
Columbia River,Okanagan,2021,105405,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2017,0,2018,78155,0,51733,1.511
Columbia River,Okanagan,2021,105405,AgeClass_1.2,63050,4,1,2,1.2,4_2,42,2017,63050,2019,78155,80.67,51733,1.511
Columbia River,Okanagan,2021,105405,AgeClass_2.1,3148,4,2,1,2.1,4_3,43,2017,3148,2020,78155,4.03,51733,1.511
Columbia River,Okanagan,2021,105405,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2018,0,2019,537160,0,174827,3.073
Columbia River,Okanagan,2021,105405,AgeClass_1.1,26681,3,1,1,1.1,3_2,32,2018,26681,2020,537160,4.97,174827,3.073
Columbia River,Okanagan,2021,105405,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2019,0,2020,146934,0,54196,2.711
Columbia River,Okanagan,2022,513317,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2014,0,2018,195737,0,494172,0.396
Columbia River,Okanagan,2022,513317,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2015,0,2017,11488,0,361336,0.032
Columbia River,Okanagan,2022,513317,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2015,0,2018,11488,0,361336,0.032
Columbia River,Okanagan,2022,513317,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2015,0,2019,11488,0,361336,0.032
Columbia River,Okanagan,2022,513317,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2016,0,2017,311816,0,237735,1.312
Columbia River,Okanagan,2022,513317,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2016,0,2018,311816,0,237735,1.312
Columbia River,Okanagan,2022,513317,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2016,0,2019,311816,0,237735,1.312
Columbia River,Okanagan,2022,513317,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2016,0,2020,311816,0,237735,1.312
Columbia River,Okanagan,2022,513317,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2017,0,2018,78155,0,51733,1.511
Columbia River,Okanagan,2022,513317,AgeClass_1.3,6358,5,1,3,1.3,5_2,52,2017,6358,2019,78155,8.14,51733,1.511
Columbia River,Okanagan,2022,513317,AgeClass_2.2,2589,5,2,2,2.2,5_3,53,2017,2589,2020,78155,3.31,51733,1.511
Columbia River,Okanagan,2022,513317,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2017,0,2021,78155,0,51733,1.511
Columbia River,Okanagan,2022,513317,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2018,0,2019,537160,0,174827,3.073
Columbia River,Okanagan,2022,513317,AgeClass_1.2,487896,4,1,2,1.2,4_2,42,2018,487896,2020,537160,90.83,174827,3.073
Columbia River,Okanagan,2022,513317,AgeClass_2.1,4205,4,2,1,2.1,4_3,43,2018,4205,2021,537160,0.78,174827,3.073
Columbia River,Okanagan,2022,513317,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2019,0,2020,146934,0,54196,2.711
Columbia River,Okanagan,2022,513317,AgeClass_1.1,12269,3,1,1,1.1,3_2,32,2019,12269,2021,146934,8.35,54196,2.711
Columbia River,Okanagan,2022,513317,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2020,0,2021,592286,0,273667,2.164
Columbia River,Okanagan,2023,178348,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2015,0,2019,11488,0,361336,0.032
Columbia River,Okanagan,2023,178348,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2016,0,2018,311816,0,237735,1.312
Columbia River,Okanagan,2023,178348,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2016,0,2019,311816,0,237735,1.312
Columbia River,Okanagan,2023,178348,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2016,0,2020,311816,0,237735,1.312
Columbia River,Okanagan,2023,178348,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2017,0,2018,78155,0,51733,1.511
Columbia River,Okanagan,2023,178348,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2017,0,2019,78155,0,51733,1.511
Columbia River,Okanagan,2023,178348,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2017,0,2020,78155,0,51733,1.511
Columbia River,Okanagan,2023,178348,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2017,0,2021,78155,0,51733,1.511
Columbia River,Okanagan,2023,178348,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2018,0,2019,537160,0,174827,3.073
Columbia River,Okanagan,2023,178348,AgeClass_1.3,9598,5,1,3,1.3,5_2,52,2018,9598,2020,537160,1.79,174827,3.073
Columbia River,Okanagan,2023,178348,AgeClass_2.2,8780,5,2,2,2.2,5_3,53,2018,8780,2021,537160,1.63,174827,3.073
Columbia River,Okanagan,2023,178348,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2018,0,2022,537160,0,174827,3.073
Columbia River,Okanagan,2023,178348,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2019,0,2020,146934,0,54196,2.711
Columbia River,Okanagan,2023,178348,AgeClass_1.2,129700,4,1,2,1.2,4_2,42,2019,129700,2021,146934,88.27,54196,2.711
Columbia River,Okanagan,2023,178348,AgeClass_2.1,684,4,2,1,2.1,4_3,43,2019,684,2022,146934,0.47,54196,2.711
Columbia River,Okanagan,2023,178348,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2020,0,2021,592286,0,273667,2.164
Columbia River,Okanagan,2023,178348,AgeClass_1.1,29586,3,1,1,1.1,3_2,32,2020,29586,2022,592286,5,273667,2.164
Columbia River,Okanagan,2023,178348,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2021,0,2022,92170,0,105405,0.874
Columbia River,Okanagan,2024,562101,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2016,0,2020,311816,0,237735,1.312
Columbia River,Okanagan,2024,562101,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2017,0,2019,78155,0,51733,1.511
Columbia River,Okanagan,2024,562101,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2017,0,2020,78155,0,51733,1.511
Columbia River,Okanagan,2024,562101,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2017,0,2021,78155,0,51733,1.511
Columbia River,Okanagan,2024,562101,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2018,0,2019,537160,0,174827,3.073
Columbia River,Okanagan,2024,562101,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2018,0,2020,537160,0,174827,3.073
Columbia River,Okanagan,2024,562101,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2018,0,2021,537160,0,174827,3.073
Columbia River,Okanagan,2024,562101,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2018,0,2022,537160,0,174827,3.073
Columbia River,Okanagan,2024,562101,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2019,0,2020,146934,0,54196,2.711
Columbia River,Okanagan,2024,562101,AgeClass_1.3,199,5,1,3,1.3,5_2,52,2019,199,2021,146934,0.14,54196,2.711
Columbia River,Okanagan,2024,562101,AgeClass_2.2,4082,5,2,2,2.2,5_3,53,2019,4082,2022,146934,2.78,54196,2.711
Columbia River,Okanagan,2024,562101,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2019,0,2023,146934,0,54196,2.711
Columbia River,Okanagan,2024,562101,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2020,0,2021,592286,0,273667,2.164
Columbia River,Okanagan,2024,562101,AgeClass_1.2,538091,4,1,2,1.2,4_2,42,2020,538091,2022,592286,90.85,273667,2.164
Columbia River,Okanagan,2024,562101,AgeClass_2.1,8658,4,2,1,2.1,4_3,43,2020,8658,2023,592286,1.46,273667,2.164
Columbia River,Okanagan,2024,562101,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2021,0,2022,92170,0,105405,0.874
Columbia River,Okanagan,2024,562101,AgeClass_1.1,11071,3,1,1,1.1,3_2,32,2021,11071,2023,92170,12.01,105405,0.874
Columbia River,Okanagan,2024,562101,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2022,0,2023,3661,0,513317,0.007
Columbia River,Okanagan,2025,100711,AgeClass_3.4,0,8,3,4,3.4,8_4,84,2017,0,2021,78155,0,51733,1.511
Columbia River,Okanagan,2025,100711,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2018,0,2020,537160,0,174827,3.073
Columbia River,Okanagan,2025,100711,AgeClass_2.4,0,7,2,4,2.4,7_3,73,2018,0,2021,537160,0,174827,3.073
Columbia River,Okanagan,2025,100711,AgeClass_3.3,0,7,3,3,3.3,7_4,74,2018,0,2022,537160,0,174827,3.073
Columbia River,Okanagan,2025,100711,AgeClass_0.5,0,6,0,5,0.5,6_1,61,2019,0,2020,146934,0,54196,2.711
Columbia River,Okanagan,2025,100711,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2019,0,2021,146934,0,54196,2.711
Columbia River,Okanagan,2025,100711,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2019,0,2022,146934,0,54196,2.711
Columbia River,Okanagan,2025,100711,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2019,0,2023,146934,0,54196,2.711
Columbia River,Okanagan,2025,100711,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2020,0,2021,592286,0,273667,2.164
Columbia River,Okanagan,2025,100711,AgeClass_1.3,9609,5,1,3,1.3,5_2,52,2020,9609,2022,592286,1.62,273667,2.164
Columbia River,Okanagan,2025,100711,AgeClass_2.2,6342,5,2,2,2.2,5_3,53,2020,6342,2023,592286,1.07,273667,2.164
Columbia River,Okanagan,2025,100711,AgeClass_3.1,0,5,3,1,3.1,5_4,54,2020,0,2024,592286,0,273667,2.164
Columbia River,Okanagan,2025,100711,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2021,0,2022,92170,0,105405,0.874
Columbia River,Okanagan,2025,100711,AgeClass_1.2,80410,4,1,2,1.2,4_2,42,2021,80410,2023,92170,87.24,105405,0.874
Columbia River,Okanagan,2025,100711,AgeClass_2.1,689,4,2,1,2.1,4_3,43,2021,689,2024,92170,0.75,105405,0.874
Columbia River,Okanagan,2025,100711,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2022,0,2023,3661,0,513317,0.007
Columbia River,Okanagan,2025,100711,AgeClass_1.1,3661,3,1,1,1.1,3_2,32,2022,3661,2024,3661,100,513317,0.007
Columbia River,Okanagan,2025,100711,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2023,0,2024,NA,NA,178348,NA
Columbia River,Wenatchee,2003,5001,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1995,0,1999,NA,NA,NA,NA
Columbia River,Wenatchee,2003,5001,AgeClass_1.5,0,7,1,5,1.5,7_2,72,1996,0,1998,NA,NA,NA,NA
Columbia River,Wenatchee,2003,5001,AgeClass_2.4,0,7,2,4,2.4,7_3,73,1996,0,1999,NA,NA,NA,NA
Columbia River,Wenatchee,2003,5001,AgeClass_3.3,0,7,3,3,3.3,7_4,74,1996,0,2000,NA,NA,NA,NA
Columbia River,Wenatchee,2003,5001,AgeClass_0.5,0,6,0,5,0.5,6_1,61,1997,0,1998,0,NA,NA,NA
Columbia River,Wenatchee,2003,5001,AgeClass_1.4,0,6,1,4,1.4,6_2,62,1997,0,1999,0,NA,NA,NA
Columbia River,Wenatchee,2003,5001,AgeClass_2.3,0,6,2,3,2.3,6_3,63,1997,0,2000,0,NA,NA,NA
Columbia River,Wenatchee,2003,5001,AgeClass_3.2,0,6,3,2,3.2,6_4,64,1997,0,2001,0,NA,NA,NA
Columbia River,Wenatchee,2003,5001,AgeClass_0.4,0,5,0,4,0.4,5_1,51,1998,0,1999,5001,0,NA,NA
Columbia River,Wenatchee,2003,5001,AgeClass_1.3,5001,5,1,3,1.3,5_2,52,1998,5001,2000,5001,100,NA,NA
Columbia River,Wenatchee,2003,5001,AgeClass_2.2,0,5,2,2,2.2,5_3,53,1998,0,2001,5001,0,NA,NA
